0.000000000000000000e+00,1.446842918350069885e+04
2.083333333333333218e-02,1.360922918350069813e+04
4.166666666666666435e-02,1.367934236635339403e+04
6.250000000000000000e-02,1.352158521350839146e+04
8.333333333333332871e-02,1.359472556393323248e+04
1.041666666666666574e-01,1.374527235903056499e+04
1.250000000000000000e-01,1.332848033296060385e+04
1.458333333333333148e-01,1.370961543838509533e+04
1.666666666666666574e-01,1.560654347677804253e+04
1.875000000000000000e-01,1.515521083175877357e+04
2.083333333333333148e-01,1.444118972014724932e+04
2.291666666666666574e-01,1.612216825240416438e+04
2.500000000000000000e-01,1.600243989190099092e+04
2.708333333333333148e-01,1.443609411626655492e+04
2.916666666666666297e-01,1.459796018705343522e+04
3.125000000000000000e-01,1.553213824676467266e+04
3.333333333333333148e-01,1.444219563930498407e+04
3.541666666666666297e-01,1.364371904510885724e+04
3.750000000000000000e-01,1.476790353828478692e+04
3.958333333333333148e-01,1.508981462587986243e+04
4.166666666666666297e-01,1.439611129693434486e+04
4.375000000000000000e-01,1.444792207102319662e+04
4.583333333333333148e-01,1.429285764980664317e+04
4.791666666666666297e-01,1.444530007321943049e+04
5.000000000000000000e-01,1.431356564456583146e+04
5.208333333333332593e-01,1.444020055286963179e+04
5.416666666666666297e-01,1.443843652459123405e+04
5.625000000000000000e-01,1.444112825607361447e+04
5.833333333333332593e-01,1.444034471646128077e+04
6.041666666666666297e-01,1.443719062305305488e+04
6.250000000000000000e-01,1.475326071287797095e+04
6.458333333333332593e-01,1.443947993814213987e+04
6.666666666666666297e-01,1.480321217110674479e+04
6.875000000000000000e-01,1.444115506220220414e+04
7.083333333333332593e-01,1.445613836382604495e+04
7.291666666666666297e-01,1.443654652115037243e+04
7.500000000000000000e-01,1.443315757321476121e+04
7.708333333333332593e-01,1.489999541914106157e+04
7.916666666666666297e-01,1.457474970256609231e+04
8.125000000000000000e-01,1.443462362893512545e+04
8.333333333333332593e-01,1.443232460628169792e+04
8.541666666666666297e-01,1.443394229978412477e+04
8.750000000000000000e-01,1.443327056606910628e+04
8.958333333333332593e-01,1.443119597174957016e+04
9.166666666666666297e-01,1.442947610854975210e+04
9.375000000000000000e-01,1.443113309316995583e+04
9.583333333333332593e-01,1.475660525536689966e+04
9.791666666666666297e-01,1.444348818644095809e+04
1.000000000000000000e+00,1.485437376240411322e+04
1.020833333333333259e+00,1.444218633020049310e+04
1.041666666666666519e+00,1.434594211971899495e+04
1.062500000000000000e+00,1.443968499672184771e+04
1.083333333333333259e+00,1.443495707875761218e+04
1.104166666666666519e+00,1.443460731558925181e+04
1.125000000000000000e+00,1.459408200097453300e+04
1.145833333333333259e+00,1.456312791625133832e+04
1.166666666666666519e+00,1.486820147556321899e+04
1.187500000000000000e+00,1.457696942442369254e+04
1.208333333333333259e+00,1.445672193596916986e+04
1.229166666666666519e+00,1.443934561882931666e+04
1.250000000000000000e+00,1.443493863605351362e+04
1.270833333333333259e+00,1.443582051317311925e+04
1.291666666666666519e+00,1.471583544653914942e+04
1.312500000000000000e+00,1.443411278711167324e+04
1.333333333333333259e+00,1.497930124009879000e+04
1.354166666666666519e+00,1.444251732177602389e+04
1.375000000000000000e+00,1.420678505781300919e+04
1.395833333333333259e+00,1.444089434905395319e+04
1.416666666666666519e+00,1.443675362442790720e+04
1.437500000000000000e+00,1.443536021449126201e+04
1.458333333333333259e+00,1.458058112543746392e+04
1.479166666666666519e+00,1.443506791316101953e+04
1.500000000000000000e+00,1.465903990089704530e+04
1.520833333333333259e+00,1.443801502252719365e+04
1.541666666666666519e+00,1.443602853668626267e+04
1.562500000000000000e+00,1.443489669142254934e+04
1.583333333333333259e+00,1.443250113362336197e+04
1.604166666666666519e+00,1.465537793077778770e+04
1.625000000000000000e+00,1.457082695447156220e+04
1.645833333333333259e+00,1.444081650003030154e+04
1.666666666666666519e+00,1.410305929092691804e+04
1.687500000000000000e+00,1.443893168289833920e+04
1.708333333333333259e+00,1.515481678926111636e+04
1.729166666666666519e+00,1.443536344605636623e+04
1.750000000000000000e+00,1.357412828154940507e+04
1.770833333333333259e+00,1.431403419266172205e+04
1.791666666666666519e+00,1.486227182695274678e+04
1.812500000000000000e+00,1.444155452983690338e+04
1.833333333333333259e+00,1.371402901346608996e+04
1.854166666666666519e+00,1.472639895300713397e+04
1.875000000000000000e+00,1.529699360563263690e+04
1.895833333333333259e+00,1.443598711733679011e+04
1.916666666666666519e+00,1.343725275671956842e+04
1.937500000000000000e+00,1.443571289523486848e+04
1.958333333333333259e+00,1.488728108658261772e+04
