0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,0.000000000000000000e+00
4.166666666666666435e-02,6.508717920138899337e-05
6.250000000000000000e-02,6.099681189214598226e-04
8.333333333333332871e-02,1.381095639279072756e-03
1.041666666666666574e-01,2.561344192657427025e-03
1.250000000000000000e-01,4.701038212959238183e-03
1.458333333333333148e-01,6.854782792941526044e-03
1.666666666666666574e-01,9.831235797531352391e-03
1.875000000000000000e-01,1.435796275959501551e-02
2.083333333333333148e-01,1.887495338263529485e-02
2.291666666666666574e-01,2.369025672020504472e-02
2.500000000000000000e-01,3.072485714618929109e-02
2.708333333333333148e-01,3.873320380931057766e-02
2.916666666666666297e-01,4.539705098151837481e-02
3.125000000000000000e-01,5.193313427584445030e-02
3.333333333333333148e-01,6.069109666460725111e-02
3.541666666666666297e-01,7.049217482680819602e-02
3.750000000000000000e-01,7.906231471586970538e-02
3.958333333333333148e-01,8.757664957507826919e-02
4.166666666666666297e-01,9.755295586560772114e-02
4.375000000000000000e-01,1.073957696039077453e-01
4.583333333333333148e-01,1.149181205710238379e-01
4.791666666666666297e-01,1.213767969616321857e-01
5.000000000000000000e-01,1.290614668266052700e-01
5.208333333333332593e-01,1.368076977965402563e-01
5.416666666666666297e-01,1.421799115634942434e-01
5.625000000000000000e-01,1.464532598098869376e-01
5.833333333333332593e-01,1.519194372465512977e-01
6.041666666666666297e-01,1.574203986378786280e-01
6.250000000000000000e-01,1.605517928334946609e-01
6.458333333333332593e-01,1.626170799485170126e-01
6.666666666666666297e-01,1.659202170106707508e-01
6.875000000000000000e-01,1.692880335805060643e-01
7.083333333333332593e-01,1.703820264012645413e-01
7.291666666666666297e-01,1.705147622168702026e-01
7.500000000000000000e-01,1.719726888835457768e-01
7.708333333333332593e-01,1.735904449238917790e-01
7.916666666666666297e-01,1.729953531460634020e-01
8.125000000000000000e-01,1.714776532672233900e-01
8.333333333333332593e-01,1.713108782084685477e-01
8.541666666666666297e-01,1.713360658552772475e-01
8.750000000000000000e-01,1.691963774269857335e-01
8.958333333333332593e-01,1.661239058320064799e-01
9.166666666666666297e-01,1.643748613489832699e-01
9.375000000000000000e-01,1.628022608429823825e-01
9.583333333333332593e-01,1.591015066758823537e-01
9.791666666666666297e-01,1.545868127616019105e-01
1.000000000000000000e+00,1.515690849282108899e-01
1.020833333333333259e+00,1.490096157701596424e-01
1.041666666666666519e+00,1.452843540118472776e-01
1.062500000000000000e+00,1.420187899022632982e-01
1.083333333333333259e+00,1.415045364810446349e-01
1.104166666666666519e+00,1.425646889681447815e-01
1.125000000000000000e+00,1.427967297551285819e-01
1.145833333333333259e+00,1.434463463153523299e-01
1.166666666666666519e+00,1.464244843613629610e-01
1.187500000000000000e+00,1.503883633719181601e-01
1.208333333333333259e+00,1.529461043926891028e-01
1.229166666666666519e+00,1.553659368409154307e-01
1.250000000000000000e+00,1.597464201182223487e-01
1.270833333333333259e+00,1.648358455503949327e-01
1.291666666666666519e+00,1.682596936439286206e-01
1.312500000000000000e+00,1.711971938070498966e-01
1.333333333333333259e+00,1.751157891341048878e-01
1.354166666666666519e+00,1.784916726901362161e-01
1.375000000000000000e+00,1.789568141497923925e-01
1.395833333333333259e+00,1.777560045828937008e-01
1.416666666666666519e+00,1.771492032613931622e-01
1.437500000000000000e+00,1.760238901369967079e-01
1.458333333333333259e+00,1.724003925481891464e-01
1.479166666666666519e+00,1.677544141539404066e-01
1.500000000000000000e+00,1.643902392391898282e-01
1.520833333333333259e+00,1.610954342237232995e-01
1.541666666666666519e+00,1.554655550176695378e-01
1.562500000000000000e+00,1.488106932596988397e-01
1.583333333333333259e+00,1.434702716944256939e-01
1.604166666666666519e+00,1.386555506525390113e-01
1.625000000000000000e+00,1.326454379740269196e-01
1.645833333333333259e+00,1.269629505838819616e-01
1.666666666666666519e+00,1.240268491734999312e-01
1.687500000000000000e+00,1.227662339857496371e-01
1.708333333333333259e+00,1.209921068844617698e-01
1.729166666666666519e+00,1.198736238049188524e-01
1.750000000000000000e+00,1.206397512136187095e-01
1.770833333333333259e+00,1.216965994098206660e-01
1.791666666666666519e+00,1.208642648490762528e-01
1.812500000000000000e+00,1.195249974838877849e-01
1.833333333333333259e+00,1.201654237183483881e-01
1.854166666666666519e+00,1.217229003738343196e-01
1.875000000000000000e+00,1.220277730588711501e-01
1.895833333333333259e+00,1.223742047605994171e-01
1.916666666666666519e+00,1.243879534654629276e-01
1.937500000000000000e+00,1.266039818982663268e-01
1.958333333333333259e+00,1.268295411089976621e-01
1.979166666666666519e+00,1.263887231215210516e-01
2.000000000000000000e+00,1.277344191845574406e-01
2.020833333333333037e+00,1.297466788194101828e-01
2.041666666666666519e+00,1.302177732813251942e-01
2.062500000000000000e+00,1.303059911735876542e-01
2.083333333333333037e+00,1.308594990016178627e-01
2.104166666666666519e+00,1.303059019267360230e-01
2.125000000000000000e+00,1.279649567501872920e-01
2.145833333333333037e+00,1.255366930678858961e-01
2.166666666666666519e+00,1.231582861810901069e-01
2.187500000000000000e+00,1.192045209741505463e-01
2.208333333333333037e+00,1.149616659620833203e-01
2.229166666666666519e+00,1.122265298960409413e-01
